zip_code,latitude,longitude,city,state_name,population,density,counties
25510,38.38832,-82.06599,Culloden,West Virginia,5418,63.3,Cabell|Lincoln|Putnam
25511,38.03194,-82.35637,Dunlow,West Virginia,694,3.3,Wayne
25512,38.17784,-82.32056,East Lynn,West Virginia,1208,9.6,Wayne
25514,38.08136,-82.51678,Fort Gay,West Virginia,4101,20.7,Wayne
25515,38.75731,-82.15262,Gallipolis Ferry,West Virginia,1972,16.7,Mason
25517,38.10989,-82.45368,Genoa,West Virginia,1373,13.2,Wayne
25520,38.55773,-82.17899,Glenwood,West Virginia,1460,14.8,Cabell|Mason
25521,38.22915,-81.98641,Griffithsville,West Virginia,1088,13.2,Lincoln
25523,38.27934,-82.06754,Hamlin,West Virginia,2858,28.3,Lincoln|Putnam
25524,38.01309,-82.11712,Harts,West Virginia,2344,9.3,Lincoln|Logan|Wayne
25526,38.3984,-81.98279,Hurricane,West Virginia,22903,96.9,Putnam|Lincoln|Mason
25529,38.15573,-81.8245,Julian,West Virginia,1155,13.6,Boone|Lincoln
25530,38.35629,-82.56337,Kenova,West Virginia,6417,166.5,Wayne
25534,38.08065,-82.27781,Kiahsville,West Virginia,98,1.8,Wayne
25535,38.30772,-82.43405,Lavalette,West Virginia,2687,66.4,Wayne
25537,38.53399,-82.26926,Lesage,West Virginia,1493,24.8,Cabell
25540,38.15709,-82.13914,Midkiff,West Virginia,368,9.4,Lincoln
25541,38.45884,-82.12707,Milton,West Virginia,10565,58.2,Cabell|Mason
25544,38.23078,-82.11017,Myra,West Virginia,108,15.8,Lincoln
25545,38.45847,-82.22456,Ona,West Virginia,4561,66.7,Cabell
25547,37.92627,-81.9537,Pecks Mill,West Virginia,465,35.6,Logan
25550,38.86655,-82.0749,Point Pleasant,West Virginia,8647,67.7,Mason
25555,38.23525,-82.55913,Prichard,West Virginia,2313,23.7,Wayne
25557,38.09923,-82.16262,Ranger,West Virginia,1523,13.3,Lincoln
25559,38.32753,-82.23181,Salt Rock,West Virginia,1689,33,Cabell
25560,38.44736,-81.89908,Scott Depot,West Virginia,7949,144.6,Putnam
25564,38.26302,-81.88835,Sod,West Virginia,1643,36.1,Lincoln
25565,38.10998,-81.96631,Spurlockville,West Virginia,837,8.3,Lincoln|Boone
25567,38.21971,-81.87294,Sumerco,West Virginia,816,21.4,Lincoln
25570,38.23508,-82.41927,Wayne,West Virginia,5485,27.7,Wayne
25571,38.2947,-82.15632,West Hamlin,West Virginia,2265,32.9,Lincoln
25573,38.22725,-81.94549,Yawkey,West Virginia,572,19.7,Lincoln
25601,37.86255,-82.0026,Logan,West Virginia,5582,103.3,Logan
25606,37.76641,-81.82878,Accoville,West Virginia,712,38,Logan
25607,37.78125,-81.77081,Amherstdale,West Virginia,688,20.9,Logan
25608,37.57512,-81.89165,Baisden,West Virginia,637,24,Mingo
25611,37.6832,-81.87068,Bruno,West Virginia,803,37.3,Logan
25612,37.76396,-81.98064,Chauncey,West Virginia,378,127,Logan
25617,37.74549,-81.80275,Davin,West Virginia,294,15.7,Logan
25621,37.63149,-81.89643,Gilbert,West Virginia,1950,16.9,Mingo
25624,37.90393,-81.97162,Henlawson,West Virginia,368,69.7,Logan
25625,37.82237,-82.09206,Holden,West Virginia,1296,28.1,Logan
25628,37.7657,-81.86237,Kistler,West Virginia,364,64.7,Logan
25630,37.79821,-81.6816,Lorado,West Virginia,446,8.7,Logan
25632,37.76292,-81.9368,Lyburn,West Virginia,857,14,Logan
25634,37.73017,-81.82461,Mallory,West Virginia,1286,114.6,Logan
25635,37.71937,-81.87261,Man,West Virginia,1531,21,Logan
25637,37.85086,-82.02805,Mount Gay,West Virginia,1196,100.6,Logan
25638,37.74423,-82.05133,Omar,West Virginia,519,12.3,Logan
25639,37.88674,-81.95905,Peach Creek,West Virginia,473,30.4,Logan
25644,37.70191,-82.00107,Sarah Ann,West Virginia,594,10,Logan
25646,37.83187,-81.89349,Stollings,West Virginia,1235,19.8,Logan
25647,37.786,-81.98738,Switzer,West Virginia,211,31,Logan
25649,37.87166,-82.08489,Verdunville,West Virginia,1295,40.1,Logan
25650,37.68358,-81.78773,Verner,West Virginia,99,1.9,Logan|Mingo
25651,37.57142,-81.9662,Wharncliffe,West Virginia,653,8,Mingo
25652,37.78702,-82.04865,Whitman,West Virginia,1257,33.5,Logan
25653,37.8287,-81.9944,Wilkinson,West Virginia,181,62.8,Logan
25654,37.80302,-81.87401,Yolyn,West Virginia,263,8.8,Logan
25661,37.71062,-82.25377,Williamson,West Virginia,4776,44.3,Mingo
25666,37.9203,-82.29432,Breeden,West Virginia,198,8.5,Mingo
25667,37.70619,-82.2738,Chattaroy,West Virginia,641,122.8,Mingo
25669,37.93186,-82.4519,Crum,West Virginia,925,25,Wayne
25670,37.7385,-82.15588,Delbarton,West Virginia,3325,19.9,Mingo
25671,37.90411,-82.20283,Dingess,West Virginia,1940,15.8,Mingo|Lincoln
25672,37.57017,-82.10044,Edgarton,West Virginia,376,17.7,Mingo
25674,37.87114,-82.34672,Kermit,West Virginia,1996,15,Mingo|Wayne
25676,37.82509,-82.22972,Lenore,West Virginia,972,11.4,Mingo
25678,37.59564,-82.08187,Matewan,West Virginia,1339,26.6,Mingo
25685,37.79592,-82.31426,Naugatuck,West Virginia,729,17.9,Mingo
25688,37.63952,-82.15832,North Matewan,West Virginia,235,26,Mingo
25690,37.69124,-82.15505,Ragland,West Virginia,995,76.8,Mingo
25692,37.61804,-82.07375,Red Jacket,West Virginia,1379,25.8,Mingo
25696,37.66116,-82.07154,Varney,West Virginia,1382,26.6,Mingo
25699,37.96297,-82.31493,Wilsondale,West Virginia,41,0.8,Wayne|Lincoln
25701,38.36809,-82.41127,Huntington,West Virginia,21862,216.8,Cabell|Wayne
25702,38.43825,-82.33344,Huntington,West Virginia,7110,250.8,Cabell
25703,38.42201,-82.41827,Huntington,West Virginia,5065,1915.6,Cabell
25704,38.34969,-82.50693,Huntington,West Virginia,14756,184.5,Wayne|Cabell
25705,38.40636,-82.36276,Huntington,West Virginia,20621,687.6,Cabell
25755,38.42359,-82.42796,Huntington,West Virginia,1440,6521.9,Cabell
25801,37.83805,-81.27017,Beckley,West Virginia,31056,120.9,Raleigh
25810,37.58355,-81.34953,Allen Junction,West Virginia,0,0,Wyoming
25811,37.60835,-81.3065,Amigo,West Virginia,0,0,Raleigh|Wyoming
25812,38.14048,-81.11512,Ansted,West Virginia,1444,62.1,Fayette
25813,37.78309,-81.10001,Beaver,West Virginia,7712,64.8,Raleigh
25817,37.76393,-81.42191,Bolt,West Virginia,301,20.5,Raleigh
25818,37.8608,-81.19252,Bradley,West Virginia,318,239.6,Raleigh
25820,37.50812,-81.13549,Camp Creek,West Virginia,527,6.6,Mercer
25823,37.66626,-81.18231,Coal City,West Virginia,445,9,Raleigh
25825,37.64736,-81.08862,Cool Ridge,West Virginia,2538,44.2,Raleigh|Summers
25826,37.57291,-81.36565,Corinne,West Virginia,301,127.7,Wyoming
25827,37.73869,-81.25368,Crab Orchard,West Virginia,1851,129.1,Raleigh
25831,37.95645,-80.94037,Danese,West Virginia,1283,8.6,Fayette
25832,37.72637,-81.10494,Daniels,West Virginia,4322,133.1,Raleigh
25836,37.78693,-81.27804,Eccles,West Virginia,1262,60.9,Raleigh
25837,38.06041,-81.0383,Edmond,West Virginia,340,21.2,Fayette
25839,37.78091,-81.38228,Fairdale,West Virginia,511,39,Raleigh
25840,38.04001,-81.11442,Fayetteville,West Virginia,7590,45.7,Fayette
25841,37.55325,-81.09061,Flat Top,West Virginia,716,8.8,Mercer|Summers
25843,37.62129,-81.14129,Ghent,West Virginia,844,22.6,Raleigh
25844,37.81056,-81.37022,Glen Daniel,West Virginia,756,19.8,Raleigh
25845,37.70291,-81.51107,Glen Fork,West Virginia,503,17.3,Wyoming
25846,37.92476,-81.16628,Glen Jean,West Virginia,73,22,Fayette
25848,37.71427,-81.43117,Glen Rogers,West Virginia,257,10.5,Wyoming
25849,37.73175,-81.27799,Glen White,West Virginia,194,108.5,Raleigh
25851,37.80177,-81.26154,Harper,West Virginia,0,0,Raleigh
25853,37.64616,-81.27827,Helen,West Virginia,75,2,Raleigh
25854,38.12629,-80.97537,Hico,West Virginia,959,13.4,Fayette
25855,37.94052,-81.15296,Hilltop,West Virginia,361,297.5,Fayette
25857,37.61443,-81.23288,Josephine,West Virginia,27,1,Raleigh
25862,38.08448,-81.05192,Lansing,West Virginia,225,26.7,Fayette
25864,37.87948,-81.01781,Layland,West Virginia,126,2.3,Fayette|Raleigh
25865,37.73076,-81.35212,Lester,West Virginia,1372,17.4,Raleigh
25866,38.00883,-81.15738,Lochgelly,West Virginia,356,60.6,Fayette
25868,38.07172,-80.96461,Lookout,West Virginia,422,12.7,Fayette
25870,37.63931,-81.3813,Maben,West Virginia,63,1.1,Wyoming
25871,37.76917,-81.21165,Mabscott,West Virginia,999,571.2,Raleigh
25873,37.75136,-81.21515,MacArthur,West Virginia,602,339.2,Raleigh
25875,37.66907,-81.45956,McGraws,West Virginia,966,31.1,Wyoming
25876,37.63677,-81.44731,Saulsville,West Virginia,69,13.2,Wyoming
25878,37.71303,-81.22464,Midway,West Virginia,945,78.7,Raleigh
25879,37.98048,-81.10453,Minden,West Virginia,242,56,Fayette
25880,37.87672,-81.20095,Mount Hope,West Virginia,5538,73.1,Raleigh|Fayette
25882,37.60359,-81.39892,Mullens,West Virginia,2370,97.3,Wyoming
25901,37.93575,-81.11242,Oak Hill,West Virginia,10272,103.3,Fayette
25902,37.56301,-81.21115,Odd,West Virginia,211,3.2,Raleigh|Mercer
25904,37.9128,-81.25213,Pax,West Virginia,486,10,Fayette|Raleigh
25907,37.8593,-81.07196,Prince,West Virginia,208,43.3,Fayette
25908,37.66782,-81.24434,Princewick,West Virginia,0,0,Raleigh
25909,37.83687,-81.20192,Prosperity,West Virginia,871,724.1,Raleigh
25911,37.75232,-81.17848,Raleigh,West Virginia,216,111.9,Raleigh
25913,37.70781,-81.47301,Ravencliff,West Virginia,188,36.4,Wyoming
25915,37.61575,-81.28691,Rhodell,West Virginia,214,21.4,Raleigh
25916,37.67818,-81.49019,Sabine,West Virginia,211,56.9,Wyoming
25917,37.97944,-81.25021,Scarbro,West Virginia,1336,11.7,Fayette
25918,37.74575,-81.00993,Shady Spring,West Virginia,4864,29.9,Raleigh
25920,37.68646,-81.33661,Slab Fork,West Virginia,502,34.2,Raleigh
25921,37.69181,-81.25882,Sophia,West Virginia,3205,96.4,Raleigh
25922,37.47147,-81.09966,Spanishburg,West Virginia,131,18.4,Mercer
25928,37.55481,-81.34126,Stephenson,West Virginia,330,8.7,Wyoming
25932,37.75623,-81.30282,Surveyor,West Virginia,384,53.4,Raleigh
25936,37.92917,-81.03105,Thurmond,West Virginia,4,0.1,Fayette
25938,38.15993,-81.03447,Victor,West Virginia,1515,13.5,Fayette
25942,38.02691,-80.98836,Winona,West Virginia,72,1.8,Fayette
25943,37.59657,-81.34914,Wyco,West Virginia,0,0,Wyoming
25951,37.65535,-80.87197,Hinton,West Virginia,5223,17.8,Summers|Raleigh
25958,38.02156,-80.76077,Charmco,West Virginia,836,16,Greenbrier
25962,37.97044,-80.8098,Rainelle,West Virginia,3682,18.7,Fayette|Greenbrier
25966,37.7975,-80.76729,Green Sulphur Springs,West Virginia,51,1.1,Summers
25969,37.61657,-81.00903,Jumping Branch,West Virginia,1517,15.6,Summers|Raleigh
25971,37.48001,-80.97821,Lerona,West Virginia,1586,33.5,Mercer
25972,38.03576,-80.7222,Leslie,West Virginia,120,6.6,Greenbrier
25976,37.84372,-80.86221,Meadow Bridge,West Virginia,2339,12.2,Fayette|Summers|Greenbrier
25977,37.80819,-80.90571,Meadow Creek,West Virginia,0,0,Summers
25978,37.62861,-80.94138,Nimitz,West Virginia,517,13.3,Summers
25979,37.5126,-80.91736,Pipestem,West Virginia,669,5.7,Summers|Mercer
25981,38.08321,-80.70274,Quinwood,West Virginia,729,4.9,Greenbrier|Nicholas
25984,38.01409,-80.6026,Rupert,West Virginia,1868,12.8,Greenbrier
25985,37.75752,-80.83044,Sandstone,West Virginia,486,9.4,Summers
25986,37.89395,-80.81741,Spring Dale,West Virginia,321,7.1,Fayette
25989,37.67864,-81.04594,White Oak,West Virginia,342,30.5,Raleigh
26003,40.0693,-80.6508,Wheeling,West Virginia,40714,172.6,Ohio|Marshall|Brooke
26030,40.21662,-80.65965,Beech Bottom,West Virginia,627,205.7,Brooke
26031,40.00236,-80.71985,Benwood,West Virginia,1662,127.9,Marshall
26032,40.18646,-80.55024,Bethany,West Virginia,1193,40.1,Brooke|Ohio
26033,39.8284,-80.57985,Cameron,West Virginia,1582,6.3,Marshall
26034,40.59404,-80.55258,Chester,West Virginia,4316,110.3,Hancock
26035,40.3482,-80.55522,Colliers,West Virginia,1685,37.2,Brooke
26036,39.98406,-80.54339,Dallas,West Virginia,586,19.6,Marshall
26037,40.3344,-80.58494,Follansbee,West Virginia,5917,335.6,Brooke
26038,39.96329,-80.72595,Glen Dale,West Virginia,3328,210.6,Marshall
26039,39.81641,-80.66969,Glen Easton,West Virginia,363,3.9,Marshall
26040,39.98389,-80.73104,Mcmechen,West Virginia,1889,969.6,Marshall
26041,39.89764,-80.7107,Moundsville,West Virginia,15659,95.9,Marshall
26047,40.53223,-80.5837,New Cumberland,West Virginia,5706,53,Hancock
26050,40.60108,-80.62646,Newell,West Virginia,1254,203.7,Hancock
26055,39.75338,-80.77396,Proctor,West Virginia,1096,5.7,Marshall|Wetzel
26056,40.5211,-80.57022,New Manchester,West Virginia,333,57.1,Hancock
26058,40.18622,-80.66453,Short Creek,West Virginia,175,432.1,Brooke|Ohio
26059,40.07156,-80.59379,Triadelphia,West Virginia,2580,42.7,Ohio
26060,40.10465,-80.54649,Valley Grove,West Virginia,1991,31.6,Ohio
26062,40.42189,-80.56123,Weirton,West Virginia,21142,294.4,Hancock|Brooke
26070,40.25008,-80.58037,Wellsburg,West Virginia,8218,79.4,Brooke
26074,40.16889,-80.59813,West Liberty,West Virginia,1602,634.4,Ohio
26075,40.19748,-80.64567,Windsor Heights,West Virginia,652,81.9,Brooke
26101,39.23394,-81.57483,Parkersburg,West Virginia,28751,360.4,Wood
26104,39.27413,-81.47779,Parkersburg,West Virginia,16011,166.9,Wood
26105,39.32949,-81.52267,Vienna,West Virginia,12332,399.7,Wood
26133,39.11973,-81.66968,Belleville,West Virginia,1263,12.1,Wood
26134,39.37686,-81.27544,Belmont,West Virginia,668,324,Pleasants
26136,38.96553,-81.11478,Big Bend,West Virginia,338,8.1,Calhoun
26137,39.00647,-81.0385,Big Springs,West Virginia,924,7,Gilmer|Calhoun|Ritchie
26138,39.02114,-81.18155,Brohard,West Virginia,109,3.8,Calhoun|Wirt
26141,38.92925,-81.26059,Creston,West Virginia,468,4.7,Calhoun|Wirt
26142,39.21488,-81.45431,Davisville,West Virginia,2335,85.1,Wood
26143,39.06338,-81.3764,Elizabeth,West Virginia,3782,10.9,Wirt|Wood|Ritchie|Jackson
26146,39.45053,-81.03601,Friendly,West Virginia,752,6.3,Tyler|Pleasants
26147,38.91368,-81.07629,Grantsville,West Virginia,1696,14.2,Calhoun|Gilmer
26148,39.07122,-81.18088,Macfarlan,West Virginia,242,5.2,Ritchie
26149,39.47429,-80.88269,Middlebourne,West Virginia,2138,11.5,Tyler
26150,39.1566,-81.53697,Mineral Wells,West Virginia,5945,52.2,Wood
26151,38.89493,-81.17503,Mount Zion,West Virginia,475,7,Calhoun
26152,38.98355,-81.19308,Munday,West Virginia,12,0.5,Calhoun|Wirt
26155,39.6333,-80.76707,New Martinsville,West Virginia,7833,26.5,Wetzel|Tyler|Marshall
26159,39.60724,-80.93216,Paden City,West Virginia,2723,1035.6,Wetzel|Tyler
26160,38.98066,-81.41368,Palestine,West Virginia,943,5.3,Wirt
26161,39.16789,-81.2526,Petroleum,West Virginia,526,4.1,Ritchie
26162,39.57231,-80.76572,Porters Falls,West Virginia,0,0,Wetzel
26164,38.99061,-81.71949,Ravenswood,West Virginia,7481,28.2,Jackson|Wood
26167,39.53454,-80.71429,Reader,West Virginia,572,6.6,Wetzel
26169,39.07291,-81.57121,Rockport,West Virginia,837,12.4,Wood
26170,39.36136,-81.17136,Saint Marys,West Virginia,6610,23.5,Pleasants|Ritchie
26175,39.53899,-80.96577,Sistersville,West Virginia,3216,30.1,Tyler
26178,39.06001,-81.02888,Smithville,West Virginia,198,2.1,Ritchie
26180,39.20016,-81.36699,Walker,West Virginia,1993,11.5,Wood|Wirt
26181,39.20707,-81.6733,Washington,West Virginia,6658,66,Wood
26184,39.29739,-81.35086,Waverly,West Virginia,2471,24.3,Wood|Pleasants
26187,39.36711,-81.44894,Williamstown,West Virginia,5894,105.7,Wood
26201,39.00082,-80.20249,Buckhannon,West Virginia,19662,43.2,Upshur|Barbour|Lewis
26202,38.22657,-80.62639,Fenwick,West Virginia,389,8.6,Nicholas
26203,38.53136,-80.60149,Erbacon,West Virginia,541,5.4,Webster|Nicholas|Braxton
26205,38.32078,-80.64828,Craigsville,West Virginia,2970,50.6,Nicholas
26206,38.36992,-80.47848,Cowen,West Virginia,2845,9.8,Webster
26208,38.34781,-80.57314,Camden On Gauley,West Virginia,797,7.7,Webster|Nicholas
26209,38.39401,-80.04434,Snowshoe,West Virginia,122,1.2,Pocahontas
26210,38.90315,-80.27812,Adrian,West Virginia,0,0,Upshur
26215,38.71931,-80.37915,Cleveland,West Virginia,117,10.8,Webster|Lewis
26217,38.60837,-80.45901,Diana,West Virginia,331,4.4,Webster
26218,38.84506,-80.26798,French Creek,West Virginia,2815,15.7,Upshur
26222,38.66123,-80.37122,Hacker Valley,West Virginia,157,0.8,Webster
26224,38.74485,-80.17474,Helvetia,West Virginia,171,2.1,Randolph|Upshur
26228,38.75437,-80.37054,Kanawha Head,West Virginia,0,0,Upshur
26230,38.6437,-80.18881,Pickens,West Virginia,86,0.7,Randolph
26234,38.76618,-80.30833,Rock Cave,West Virginia,982,8.2,Upshur
26236,38.71755,-80.23088,Selbyville,West Virginia,13,0.5,Randolph|Upshur
26237,38.84769,-80.15145,Tallmansville,West Virginia,438,4.8,Upshur
26238,39.10178,-80.1584,Volga,West Virginia,1054,19.5,Barbour|Upshur
26241,38.9163,-79.79229,Elkins,West Virginia,14012,51.7,Randolph
26250,39.02757,-79.96198,Belington,West Virginia,5752,24.3,Barbour|Randolph
26253,38.80772,-79.85654,Beverly,West Virginia,3302,21.3,Randolph
26254,38.91261,-79.65341,Bowden,West Virginia,87,0.3,Randolph|Tucker
26257,38.9226,-80.01239,Coalton,West Virginia,668,16.4,Randolph
26259,38.82536,-79.91528,Dailey,West Virginia,73,2.3,Randolph
26260,39.08923,-79.41147,Davis,West Virginia,1471,4,Tucker
26261,38.18881,-80.50454,Richwood,West Virginia,3088,7.2,Greenbrier|Nicholas
26263,38.95705,-79.43586,Dryfork,West Virginia,229,2.4,Randolph|Tucker
26264,38.58923,-79.82277,Durbin,West Virginia,739,4.1,Pocahontas
26266,38.43411,-80.50219,Upperglade,West Virginia,376,36.1,Webster
26267,38.92557,-80.08069,Ellamore,West Virginia,716,11.9,Randolph|Upshur|Barbour
26268,38.71457,-79.82276,Glady,West Virginia,0,0,Randolph
26269,39.11612,-79.61617,Hambleton,West Virginia,945,15.6,Tucker
26270,38.81229,-79.60034,Harman,West Virginia,592,2,Randolph
26271,39.049,-79.55194,Hendricks,West Virginia,332,5.5,Tucker
26273,38.62993,-79.963,Huttonsville,West Virginia,2293,9.2,Randolph
26275,38.98313,-79.94583,Junior,West Virginia,571,48.6,Barbour
26276,39.03201,-79.75659,Kerens,West Virginia,858,14.3,Randolph|Tucker
26278,38.82572,-80.02547,Mabie,West Virginia,699,3.9,Randolph
26280,38.71738,-80.03775,Mill Creek,West Virginia,1384,7.9,Randolph
26282,38.52022,-80.14619,Monterville,West Virginia,211,1.2,Randolph
26283,39.06436,-79.82088,Montrose,West Virginia,1432,10.5,Randolph|Tucker|Barbour
26285,38.9102,-79.94945,Norton,West Virginia,215,6.5,Randolph
26287,39.16657,-79.69057,Parsons,West Virginia,2948,7.7,Tucker|Preston
26288,38.49664,-80.3645,Webster Springs,West Virginia,3024,5,Webster
26289,38.98972,-79.51268,Red Creek,West Virginia,18,1.8,Tucker|Randolph
26291,38.44109,-80.08637,Slatyfork,West Virginia,47,0.6,Pocahontas
26292,39.15247,-79.52916,Thomas,West Virginia,710,9.6,Tucker
26293,38.7824,-79.9365,Valley Bend,West Virginia,614,41.2,Randolph
26294,38.53443,-80.02309,Valley Head,West Virginia,415,2.5,Randolph|Pocahontas
26296,38.75425,-79.56369,Whitmer,West Virginia,93,1.6,Randolph
26298,38.45054,-80.26552,Bergoo,West Virginia,93,2.1,Webster
26301,39.28629,-80.37735,Clarksburg,West Virginia,28736,143.9,Harrison
26320,39.41514,-80.82614,Alma,West Virginia,774,5.1,Tyler|Doddridge
26321,39.05461,-80.68732,Alum Bridge,West Virginia,211,3.4,Lewis|Doddridge
26323,39.2623,-80.29057,Anmoore,West Virginia,452,161.6,Harrison
26325,39.09749,-80.882,Auburn,West Virginia,206,3.3,Ritchie
26327,39.12283,-80.9406,Berea,West Virginia,55,2.1,Ritchie
26330,39.28837,-80.22109,Bridgeport,West Virginia,15252,83.3,Harrison|Taylor|Barbour
26335,38.85364,-80.67683,Burnsville,West Virginia,1249,11.1,Braxton|Gilmer
26337,39.23856,-81.16388,Cairo,West Virginia,1017,6,Ritchie
26338,39.08503,-80.61941,Camden,West Virginia,776,7.6,Lewis
26339,39.42231,-80.60998,Center Point,West Virginia,116,2.4,Doddridge
26342,39.0248,-80.84698,Coxs Mills,West Virginia,533,3.9,Gilmer
26343,38.82665,-80.39831,Crawford,West Virginia,366,5.2,Lewis|Upshur
26346,39.29247,-81.06294,Ellenboro,West Virginia,662,10.5,Ritchie|Pleasants|Tyler
26347,39.26371,-80.1261,Flemington,West Virginia,2309,21.8,Taylor|Barbour
26348,39.46035,-80.53474,Folsom,West Virginia,339,11.3,Wetzel
26349,39.22757,-80.11098,Galloway,West Virginia,211,50.7,Barbour
26351,38.92846,-80.84479,Glenville,West Virginia,2963,16.2,Gilmer|Braxton
26354,39.34847,-80.02866,Grafton,West Virginia,10130,42.2,Taylor|Marion
26361,39.36507,-80.31776,Gypsy,West Virginia,23,31.5,Harrison
26362,39.15457,-81.05705,Harrisville,West Virginia,2856,10.4,Ritchie
26366,39.38266,-80.33474,Haywood,West Virginia,82,104.8,Harrison
26369,39.33527,-80.33117,Hepzibah,West Virginia,582,114.3,Harrison
26372,38.95859,-80.37155,Horner,West Virginia,687,8.5,Lewis|Upshur
26374,39.44755,-79.88101,Independence,West Virginia,1884,20.2,Preston|Taylor|Monongalia
26376,38.77565,-80.46864,Ireland,West Virginia,424,4.6,Braxton|Lewis
26377,39.49185,-80.64068,Jacksonburg,West Virginia,627,3.9,Wetzel|Tyler
26378,39.12264,-80.44772,Jane Lew,West Virginia,4595,24.9,Lewis|Harrison
26384,38.97467,-80.7178,Linn,West Virginia,485,6.5,Gilmer|Lewis
26385,39.15895,-80.3517,Lost Creek,West Virginia,2883,18.7,Harrison
26386,39.39878,-80.40263,Lumberport,West Virginia,2738,36.2,Harrison
26404,39.34636,-80.30996,Meadowbrook,West Virginia,109,33.4,Harrison
26405,39.23093,-79.89076,Moatsville,West Virginia,1220,7.6,Barbour|Preston
26408,39.20313,-80.28973,Mount Clare,West Virginia,2636,33.6,Harrison
26410,39.4032,-79.82389,Newburg,West Virginia,636,11.1,Preston
26411,39.18078,-80.70723,New Milton,West Virginia,817,4,Doddridge|Gilmer
26412,38.89164,-80.59457,Orlando,West Virginia,501,3.9,Lewis|Braxton|Gilmer
26415,39.29808,-80.93499,Pennsboro,West Virginia,3602,13.8,Ritchie|Tyler|Doddridge
26416,39.16349,-80.02245,Philippi,West Virginia,6912,18.9,Barbour|Taylor
26419,39.58469,-80.631,Pine Grove,West Virginia,527,7.7,Wetzel
26421,39.18412,-80.91607,Pullman,West Virginia,184,4.2,Ritchie
26422,39.29797,-80.43323,Reynoldsville,West Virginia,324,48.3,Harrison
26424,39.28117,-80.17272,Rosemont,West Virginia,141,15.4,Taylor|Harrison
26425,39.3116,-79.68651,Rowlesburg,West Virginia,854,5.9,Preston|Tucker
26426,39.28758,-80.56313,Salem,West Virginia,7698,21.8,Doddridge|Harrison
26430,38.88475,-80.7598,Sand Fork,West Virginia,1714,45.6,Gilmer
26431,39.39144,-80.28085,Shinnston,West Virginia,5501,70.4,Harrison|Taylor
26435,39.26743,-80.08875,Simpson,West Virginia,89,353.7,Taylor
26436,39.2965,-80.71683,Smithburg,West Virginia,101,14.7,Doddridge
26437,39.53147,-80.5193,Smithfield,West Virginia,654,8.7,Wetzel|Marion
26438,39.34315,-80.31631,Spelter,West Virginia,79,61.6,Harrison
26440,39.32947,-79.90625,Thornton,West Virginia,1119,10.7,Taylor|Preston|Barbour
26443,39.06814,-80.7554,Troy,West Virginia,364,6.7,Gilmer|Doddridge
26444,39.36861,-79.7626,Tunnelton,West Virginia,3501,21.4,Preston
26447,38.90546,-80.4854,Walkersville,West Virginia,1174,6.2,Lewis|Braxton
26448,39.40595,-80.49265,Wallace,West Virginia,1296,13.1,Harrison|Marion|Doddridge
26451,39.20439,-80.40352,West Milford,West Virginia,501,360.2,Harrison
26452,39.03286,-80.51315,Weston,West Virginia,9447,31,Lewis
26456,39.28078,-80.77354,West Union,West Virginia,3156,8.6,Doddridge|Ritchie|Tyler
26463,39.43174,-80.35007,Wyatt,West Virginia,230,14.8,Harrison
26501,39.62872,-80.04025,Morgantown,West Virginia,19219,126.8,Monongalia
26505,39.6511,-79.94306,Morgantown,West Virginia,38056,1161.6,Monongalia
26506,39.64677,-79.9701,Morgantown,West Virginia,1452,2354.9,Monongalia
26508,39.59941,-79.89724,Morgantown,West Virginia,38427,120.5,Monongalia
26519,39.55179,-79.63212,Albright,West Virginia,1933,12.4,Preston
26520,39.50105,-79.82393,Arthurdale,West Virginia,492,64.9,Preston
26521,39.71374,-80.23065,Blacksville,West Virginia,124,24.8,Monongalia
26524,39.54075,-79.80716,Bretz,West Virginia,175,369.2,Preston
26525,39.65465,-79.6184,Bruceton Mills,West Virginia,8079,21.9,Preston
26534,39.64748,-79.99733,Granville,West Virginia,937,284,Monongalia
26537,39.4846,-79.71189,Kingwood,West Virginia,5509,51.2,Preston
26541,39.68179,-80.07458,Maidsville,West Virginia,3761,35.8,Monongalia
26542,39.573,-79.79041,Masontown,West Virginia,2039,22,Preston|Monongalia
26543,39.66375,-80.00219,Osage,West Virginia,44,25.6,Monongalia
26544,39.71233,-80.17064,Pentress,West Virginia,21,9.8,Monongalia
26546,39.66099,-80.03115,Pursglove,West Virginia,212,82.3,Monongalia
26547,39.5133,-79.80757,Reedsville,West Virginia,2849,72.2,Preston
26554,39.46475,-80.11461,Fairmont,West Virginia,41983,122.9,Marion|Monongalia|Taylor|Harrison
26559,39.52141,-80.18015,Barrackville,West Virginia,1541,174.1,Marion
26560,39.54088,-80.14362,Baxter,West Virginia,150,368.4,Marion
26562,39.63957,-80.45072,Burton,West Virginia,599,6.7,Wetzel|Monongalia
26563,39.48085,-80.27369,Carolina,West Virginia,237,128.7,Marion
26568,39.42542,-80.27729,Enterprise,West Virginia,681,223.1,Harrison
26570,39.64284,-80.23444,Fairview,West Virginia,3233,19.4,Monongalia|Marion
26571,39.51945,-80.26013,Farmington,West Virginia,1483,34.7,Marion
26572,39.4871,-80.31973,Four States,West Virginia,545,37.4,Marion
26574,39.55926,-80.17741,Grant Town,West Virginia,439,345,Marion
26575,39.6978,-80.43256,Hundred,West Virginia,667,12.1,Wetzel|Monongalia
26576,39.49307,-80.25644,Idamay,West Virginia,737,242.3,Marion
